image_path,dataset_source,split,folder_label,super_label,is_skin,image_quality,brightness_mean,contrast_std,width,height,needs_review,label_source,label_status,human_verified
archive/HAM10000_images_part_2/ISIC_0032458.jpg,archive,ham10000,nv,benign_tumor,yes,fair,161.75,23.47,600,450,no,ham10000_metadata,auto_complete,no
archive/HAM10000_images_part_2/ISIC_0032459.jpg,archive,ham10000,nv,benign_tumor,yes,fair,205.40,50.84,600,450,no,ham10000_metadata,auto_complete,no
archive/HAM10000_images_part_2/ISIC_0032460.jpg,archive,ham10000,bkl,benign_tumor,yes,poor,152.83,14.81,600,450,no,ham10000_metadata,auto_complete,no
archive/HAM10000_images_part_2/ISIC_0032461.jpg,archive,ham10000,bcc,malignant_or_precancerous,yes,fair,183.22,21.15,600,450,no,ham10000_metadata,auto_complete,no
archive/HAM10000_images_part_2/ISIC_0032462.jpg,archive,ham10000,mel,malignant_or_precancerous,yes,fair,181.56,25.52,600,450,no,ham10000_metadata,auto_complete,no
archive/HAM10000_images_part_2/ISIC_0032464.jpg,archive,ham10000,nv,benign_tumor,yes,poor,164.63,13.67,600,450,no,ham10000_metadata,auto_complete,no
archive/HAM10000_images_part_2/ISIC_0032465.jpg,archive,ham10000,nv,benign_tumor,yes,poor,176.16,15.54,600,450,no,ham10000_metadata,auto_complete,no
archive/HAM10000_images_part_2/ISIC_0032467.jpg,archive,ham10000,nv,benign_tumor,yes,fair,141.36,24.58,600,450,no,ham10000_metadata,auto_complete,no
archive/HAM10000_images_part_2/ISIC_0032468.jpg,archive,ham10000,df,benign_tumor,yes,poor,195.86,17.16,600,450,no,ham10000_metadata,auto_complete,no
archive/HAM10000_images_part_2/ISIC_0032469.jpg,archive,ham10000,nv,benign_tumor,yes,poor,178.98,8.97,600,450,no,ham10000_metadata,auto_complete,no
archive/HAM10000_images_part_2/ISIC_0032470.jpg,archive,ham10000,nv,benign_tumor,yes,fair,185.20,20.31,600,450,no,ham10000_metadata,auto_complete,no
archive/HAM10000_images_part_2/ISIC_0032471.jpg,archive,ham10000,nv,benign_tumor,yes,fair,158.03,19.84,600,450,no,ham10000_metadata,auto_complete,no
archive/HAM10000_images_part_2/ISIC_0032473.jpg,archive,ham10000,nv,benign_tumor,yes,poor,178.49,15.67,600,450,no,ham10000_metadata,auto_complete,no
archive/HAM10000_images_part_2/ISIC_0032475.jpg,archive,ham10000,nv,benign_tumor,yes,fair,170.83,19.99,600,450,no,ham10000_metadata,auto_complete,no
archive/HAM10000_images_part_2/ISIC_0032476.jpg,archive,ham10000,mel,malignant_or_precancerous,yes,fair,147.23,19.64,600,450,no,ham10000_metadata,auto_complete,no
archive/HAM10000_images_part_2/ISIC_0032477.jpg,archive,ham10000,nv,benign_tumor,yes,fair,161.94,20.23,600,450,no,ham10000_metadata,auto_complete,no
archive/HAM10000_images_part_2/ISIC_0032480.jpg,archive,ham10000,nv,benign_tumor,yes,fair,117.22,22.50,600,450,no,ham10000_metadata,auto_complete,no
archive/HAM10000_images_part_2/ISIC_0032481.jpg,archive,ham10000,bkl,benign_tumor,yes,fair,160.90,18.36,600,450,no,ham10000_metadata,auto_complete,no
archive/HAM10000_images_part_2/ISIC_0032482.jpg,archive,ham10000,bcc,malignant_or_precancerous,yes,poor,179.36,15.17,600,450,no,ham10000_metadata,auto_complete,no
archive/HAM10000_images_part_2/ISIC_0032484.jpg,archive,ham10000,nv,benign_tumor,yes,fair,150.56,24.35,600,450,no,ham10000_metadata,auto_complete,no
archive/HAM10000_images_part_2/ISIC_0032488.jpg,archive,ham10000,nv,benign_tumor,yes,fair,173.09,23.07,600,450,no,ham10000_metadata,auto_complete,no
archive/HAM10000_images_part_2/ISIC_0032489.jpg,archive,ham10000,nv,benign_tumor,yes,fair,171.57,24.84,600,450,no,ham10000_metadata,auto_complete,no
archive/HAM10000_images_part_2/ISIC_0032490.jpg,archive,ham10000,nv,benign_tumor,yes,fair,167.38,23.71,600,450,no,ham10000_metadata,auto_complete,no
archive/HAM10000_images_part_2/ISIC_0032491.jpg,archive,ham10000,nv,benign_tumor,yes,fair,164.28,18.37,600,450,no,ham10000_metadata,auto_complete,no
archive/HAM10000_images_part_2/ISIC_0032493.jpg,archive,ham10000,nv,benign_tumor,yes,poor,173.52,15.20,600,450,no,ham10000_metadata,auto_complete,no
archive/HAM10000_images_part_2/ISIC_0032497.jpg,archive,ham10000,bcc,malignant_or_precancerous,yes,fair,154.96,18.43,600,450,no,ham10000_metadata,auto_complete,no
archive/HAM10000_images_part_2/ISIC_0032498.jpg,archive,ham10000,bkl,benign_tumor,yes,fair,138.79,19.03,600,450,no,ham10000_metadata,auto_complete,no
archive/HAM10000_images_part_2/ISIC_0032499.jpg,archive,ham10000,nv,benign_tumor,yes,poor,186.38,15.53,600,450,no,ham10000_metadata,auto_complete,no
archive/HAM10000_images_part_2/ISIC_0032500.jpg,archive,ham10000,nv,benign_tumor,yes,fair,156.14,19.76,600,450,no,ham10000_metadata,auto_complete,no
archive/HAM10000_images_part_2/ISIC_0032501.jpg,archive,ham10000,nv,benign_tumor,yes,poor,139.72,17.64,600,450,no,ham10000_metadata,auto_complete,no
archive/HAM10000_images_part_2/ISIC_0032502.jpg,archive,ham10000,nv,benign_tumor,yes,fair,128.06,23.53,600,450,no,ham10000_metadata,auto_complete,no
archive/HAM10000_images_part_2/ISIC_0032506.jpg,archive,ham10000,nv,benign_tumor,yes,fair,146.98,24.64,600,450,no,ham10000_metadata,auto_complete,no
archive/HAM10000_images_part_2/ISIC_0032508.jpg,archive,ham10000,bkl,benign_tumor,yes,fair,145.16,24.78,600,450,no,ham10000_metadata,auto_complete,no
archive/HAM10000_images_part_2/ISIC_0032509.jpg,archive,ham10000,mel,malignant_or_precancerous,yes,fair,152.06,25.44,600,450,no,ham10000_metadata,auto_complete,no
archive/HAM10000_images_part_2/ISIC_0032514.jpg,archive,ham10000,bkl,benign_tumor,yes,poor,177.93,17.43,600,450,no,ham10000_metadata,auto_complete,no
archive/HAM10000_images_part_2/ISIC_0032516.jpg,archive,ham10000,nv,benign_tumor,yes,fair,162.94,19.30,600,450,no,ham10000_metadata,auto_complete,no
archive/HAM10000_images_part_2/ISIC_0032519.jpg,archive,ham10000,nv,benign_tumor,yes,fair,183.66,21.49,600,450,no,ham10000_metadata,auto_complete,no
archive/HAM10000_images_part_2/ISIC_0032520.jpg,archive,ham10000,nv,benign_tumor,yes,fair,154.55,20.89,600,450,no,ham10000_metadata,auto_complete,no
archive/HAM10000_images_part_2/ISIC_0032528.jpg,archive,ham10000,nv,benign_tumor,yes,fair,186.69,22.45,600,450,no,ham10000_metadata,auto_complete,no
archive/HAM10000_images_part_2/ISIC_0032534.jpg,archive,ham10000,bkl,benign_tumor,yes,fair,156.48,25.90,600,450,no,ham10000_metadata,auto_complete,no
archive/HAM10000_images_part_2/ISIC_0032537.jpg,archive,ham10000,mel,malignant_or_precancerous,yes,fair,153.64,22.81,600,450,no,ham10000_metadata,auto_complete,no
archive/HAM10000_images_part_2/ISIC_0032541.jpg,archive,ham10000,nv,benign_tumor,yes,fair,173.90,20.78,600,450,no,ham10000_metadata,auto_complete,no
archive/HAM10000_images_part_2/ISIC_0032558.jpg,archive,ham10000,nv,benign_tumor,yes,fair,146.19,22.86,600,450,no,ham10000_metadata,auto_complete,no
archive/HAM10000_images_part_2/ISIC_0032564.jpg,archive,ham10000,mel,malignant_or_precancerous,yes,fair,145.39,22.65,600,450,no,ham10000_metadata,auto_complete,no
archive/HAM10000_images_part_2/ISIC_0032565.jpg,archive,ham10000,nv,benign_tumor,yes,fair,162.69,21.76,600,450,no,ham10000_metadata,auto_complete,no
archive/HAM10000_images_part_2/ISIC_0032566.jpg,archive,ham10000,nv,benign_tumor,yes,fair,154.91,23.01,600,450,no,ham10000_metadata,auto_complete,no
archive/HAM10000_images_part_2/ISIC_0032570.jpg,archive,ham10000,bkl,benign_tumor,yes,fair,157.87,25.10,600,450,no,ham10000_metadata,auto_complete,no
archive/HAM10000_images_part_2/ISIC_0032571.jpg,archive,ham10000,nv,benign_tumor,yes,fair,193.72,25.30,600,450,no,ham10000_metadata,auto_complete,no
archive/HAM10000_images_part_2/ISIC_0032572.jpg,archive,ham10000,nv,benign_tumor,yes,fair,171.09,22.83,600,450,no,ham10000_metadata,auto_complete,no
archive/HAM10000_images_part_2/ISIC_0032574.jpg,archive,ham10000,nv,benign_tumor,yes,poor,131.93,16.87,600,450,no,ham10000_metadata,auto_complete,no
archive/HAM10000_images_part_2/ISIC_0032578.jpg,archive,ham10000,nv,benign_tumor,yes,fair,176.62,18.33,600,450,no,ham10000_metadata,auto_complete,no
archive/HAM10000_images_part_2/ISIC_0032579.jpg,archive,ham10000,nv,benign_tumor,yes,fair,155.05,25.94,600,450,no,ham10000_metadata,auto_complete,no
archive/HAM10000_images_part_2/ISIC_0032594.jpg,archive,ham10000,nv,benign_tumor,yes,fair,165.36,20.68,600,450,no,ham10000_metadata,auto_complete,no
archive/HAM10000_images_part_2/ISIC_0032595.jpg,archive,ham10000,nv,benign_tumor,yes,fair,146.08,23.07,600,450,no,ham10000_metadata,auto_complete,no
archive/HAM10000_images_part_2/ISIC_0032601.jpg,archive,ham10000,nv,benign_tumor,yes,fair,211.88,21.22,600,450,no,ham10000_metadata,auto_complete,no
archive/HAM10000_images_part_2/ISIC_0032603.jpg,archive,ham10000,mel,malignant_or_precancerous,yes,fair,173.75,21.45,600,450,no,ham10000_metadata,auto_complete,no
archive/HAM10000_images_part_2/ISIC_0032611.jpg,archive,ham10000,bcc,malignant_or_precancerous,yes,fair,172.51,24.73,600,450,no,ham10000_metadata,auto_complete,no
archive/HAM10000_images_part_2/ISIC_0032612.jpg,archive,ham10000,nv,benign_tumor,yes,fair,167.31,25.72,600,450,no,ham10000_metadata,auto_complete,no
archive/HAM10000_images_part_2/ISIC_0032614.jpg,archive,ham10000,vasc,vascular,yes,poor,157.02,16.59,600,450,no,ham10000_metadata,auto_complete,no
archive/HAM10000_images_part_2/ISIC_0032619.jpg,archive,ham10000,nv,benign_tumor,yes,fair,158.57,19.32,600,450,no,ham10000_metadata,auto_complete,no
archive/HAM10000_images_part_2/ISIC_0032621.jpg,archive,ham10000,nv,benign_tumor,yes,poor,178.48,16.49,600,450,no,ham10000_metadata,auto_complete,no
archive/HAM10000_images_part_2/ISIC_0032629.jpg,archive,ham10000,mel,malignant_or_precancerous,yes,fair,163.53,23.68,600,450,no,ham10000_metadata,auto_complete,no
archive/HAM10000_images_part_2/ISIC_0032632.jpg,archive,ham10000,nv,benign_tumor,yes,fair,167.94,19.46,600,450,no,ham10000_metadata,auto_complete,no
archive/HAM10000_images_part_2/ISIC_0032635.jpg,archive,ham10000,nv,benign_tumor,yes,fair,206.90,35.32,600,450,no,ham10000_metadata,auto_complete,no
archive/HAM10000_images_part_2/ISIC_0032652.jpg,archive,ham10000,bcc,malignant_or_precancerous,yes,poor,176.72,14.75,600,450,no,ham10000_metadata,auto_complete,no
archive/HAM10000_images_part_2/ISIC_0032655.jpg,archive,ham10000,bkl,benign_tumor,yes,fair,162.62,24.83,600,450,no,ham10000_metadata,auto_complete,no
archive/HAM10000_images_part_2/ISIC_0032658.jpg,archive,ham10000,nv,benign_tumor,yes,fair,185.50,22.37,600,450,no,ham10000_metadata,auto_complete,no
archive/HAM10000_images_part_2/ISIC_0032669.jpg,archive,ham10000,nv,benign_tumor,yes,poor,161.80,16.58,600,450,no,ham10000_metadata,auto_complete,no
archive/HAM10000_images_part_2/ISIC_0032670.jpg,archive,ham10000,nv,benign_tumor,yes,fair,176.42,23.34,600,450,no,ham10000_metadata,auto_complete,no
archive/HAM10000_images_part_2/ISIC_0032676.jpg,archive,ham10000,nv,benign_tumor,yes,fair,133.97,24.30,600,450,no,ham10000_metadata,auto_complete,no
archive/HAM10000_images_part_2/ISIC_0032678.jpg,archive,ham10000,nv,benign_tumor,yes,fair,182.38,20.61,600,450,no,ham10000_metadata,auto_complete,no
archive/HAM10000_images_part_2/ISIC_0032680.jpg,archive,ham10000,nv,benign_tumor,yes,fair,148.79,22.76,600,450,no,ham10000_metadata,auto_complete,no
archive/HAM10000_images_part_2/ISIC_0032681.jpg,archive,ham10000,bkl,benign_tumor,yes,fair,133.30,25.01,600,450,no,ham10000_metadata,auto_complete,no
archive/HAM10000_images_part_2/ISIC_0032688.jpg,archive,ham10000,bkl,benign_tumor,yes,fair,165.13,25.98,600,450,no,ham10000_metadata,auto_complete,no
archive/HAM10000_images_part_2/ISIC_0032696.jpg,archive,ham10000,bcc,malignant_or_precancerous,yes,poor,192.09,17.26,600,450,no,ham10000_metadata,auto_complete,no
archive/HAM10000_images_part_2/ISIC_0032698.jpg,archive,ham10000,mel,malignant_or_precancerous,yes,fair,145.71,24.14,600,450,no,ham10000_metadata,auto_complete,no
archive/HAM10000_images_part_2/ISIC_0032700.jpg,archive,ham10000,nv,benign_tumor,yes,poor,142.97,13.52,600,450,no,ham10000_metadata,auto_complete,no
archive/HAM10000_images_part_2/ISIC_0032708.jpg,archive,ham10000,nv,benign_tumor,yes,fair,148.06,25.77,600,450,no,ham10000_metadata,auto_complete,no
archive/HAM10000_images_part_2/ISIC_0032713.jpg,archive,ham10000,nv,benign_tumor,yes,poor,158.27,15.41,600,450,no,ham10000_metadata,auto_complete,no
archive/HAM10000_images_part_2/ISIC_0032714.jpg,archive,ham10000,nv,benign_tumor,yes,fair,160.17,23.13,600,450,no,ham10000_metadata,auto_complete,no
archive/HAM10000_images_part_2/ISIC_0032715.jpg,archive,ham10000,vasc,vascular,yes,poor,168.16,15.91,600,450,no,ham10000_metadata,auto_complete,no
archive/HAM10000_images_part_2/ISIC_0032719.jpg,archive,ham10000,bkl,benign_tumor,yes,poor,159.31,16.01,600,450,no,ham10000_metadata,auto_complete,no
archive/HAM10000_images_part_2/ISIC_0032723.jpg,archive,ham10000,mel,malignant_or_precancerous,yes,fair,150.01,23.02,600,450,no,ham10000_metadata,auto_complete,no
archive/HAM10000_images_part_2/ISIC_0032727.jpg,archive,ham10000,bcc,malignant_or_precancerous,yes,poor,161.99,12.17,600,450,no,ham10000_metadata,auto_complete,no
archive/HAM10000_images_part_2/ISIC_0032728.jpg,archive,ham10000,nv,benign_tumor,yes,fair,103.73,19.71,600,450,no,ham10000_metadata,auto_complete,no
archive/HAM10000_images_part_2/ISIC_0032729.jpg,archive,ham10000,nv,benign_tumor,yes,fair,157.36,18.62,600,450,no,ham10000_metadata,auto_complete,no
archive/HAM10000_images_part_2/ISIC_0032731.jpg,archive,ham10000,nv,benign_tumor,yes,fair,144.73,24.41,600,450,no,ham10000_metadata,auto_complete,no
archive/HAM10000_images_part_2/ISIC_0032737.jpg,archive,ham10000,nv,benign_tumor,yes,fair,144.21,23.92,600,450,no,ham10000_metadata,auto_complete,no
archive/HAM10000_images_part_2/ISIC_0032738.jpg,archive,ham10000,nv,benign_tumor,yes,fair,156.92,18.28,600,450,no,ham10000_metadata,auto_complete,no
archive/HAM10000_images_part_2/ISIC_0032741.jpg,archive,ham10000,bcc,malignant_or_precancerous,yes,fair,155.51,25.78,600,450,no,ham10000_metadata,auto_complete,no
archive/HAM10000_images_part_2/ISIC_0032746.jpg,archive,ham10000,nv,benign_tumor,yes,fair,145.55,23.94,600,450,no,ham10000_metadata,auto_complete,no
archive/HAM10000_images_part_2/ISIC_0032752.jpg,archive,ham10000,nv,benign_tumor,yes,fair,151.35,25.50,600,450,no,ham10000_metadata,auto_complete,no
archive/HAM10000_images_part_2/ISIC_0032755.jpg,archive,ham10000,nv,benign_tumor,yes,poor,187.68,13.85,600,450,no,ham10000_metadata,auto_complete,no
archive/HAM10000_images_part_2/ISIC_0032760.jpg,archive,ham10000,nv,benign_tumor,yes,poor,162.18,17.48,600,450,no,ham10000_metadata,auto_complete,no
archive/HAM10000_images_part_2/ISIC_0032767.jpg,archive,ham10000,nv,benign_tumor,yes,fair,168.53,23.76,600,450,no,ham10000_metadata,auto_complete,no
archive/HAM10000_images_part_2/ISIC_0032768.jpg,archive,ham10000,bcc,malignant_or_precancerous,yes,fair,196.36,25.49,600,450,no,ham10000_metadata,auto_complete,no
archive/HAM10000_images_part_2/ISIC_0032769.jpg,archive,ham10000,nv,benign_tumor,yes,fair,174.23,21.02,600,450,no,ham10000_metadata,auto_complete,no
archive/HAM10000_images_part_2/ISIC_0032770.jpg,archive,ham10000,nv,benign_tumor,yes,poor,156.55,15.92,600,450,no,ham10000_metadata,auto_complete,no
archive/HAM10000_images_part_2/ISIC_0032771.jpg,archive,ham10000,nv,benign_tumor,yes,fair,160.70,23.92,600,450,no,ham10000_metadata,auto_complete,no
archive/HAM10000_images_part_2/ISIC_0032777.jpg,archive,ham10000,bcc,malignant_or_precancerous,yes,poor,195.21,17.98,600,450,no,ham10000_metadata,auto_complete,no
archive/HAM10000_images_part_2/ISIC_0032778.jpg,archive,ham10000,bkl,benign_tumor,yes,fair,142.70,25.73,600,450,no,ham10000_metadata,auto_complete,no
archive/HAM10000_images_part_2/ISIC_0032781.jpg,archive,ham10000,nv,benign_tumor,yes,fair,141.91,21.86,600,450,no,ham10000_metadata,auto_complete,no
archive/HAM10000_images_part_2/ISIC_0032788.jpg,archive,ham10000,nv,benign_tumor,yes,fair,173.26,24.07,600,450,no,ham10000_metadata,auto_complete,no
archive/HAM10000_images_part_2/ISIC_0032789.jpg,archive,ham10000,nv,benign_tumor,yes,poor,165.89,13.42,600,450,no,ham10000_metadata,auto_complete,no
archive/HAM10000_images_part_2/ISIC_0032795.jpg,archive,ham10000,nv,benign_tumor,yes,poor,161.91,17.92,600,450,no,ham10000_metadata,auto_complete,no
archive/HAM10000_images_part_2/ISIC_0032796.jpg,archive,ham10000,nv,benign_tumor,yes,fair,161.01,25.95,600,450,no,ham10000_metadata,auto_complete,no
archive/HAM10000_images_part_2/ISIC_0032800.jpg,archive,ham10000,nv,benign_tumor,yes,fair,154.64,25.40,600,450,no,ham10000_metadata,auto_complete,no
archive/HAM10000_images_part_2/ISIC_0032802.jpg,archive,ham10000,nv,benign_tumor,yes,fair,173.23,25.83,600,450,no,ham10000_metadata,auto_complete,no
archive/HAM10000_images_part_2/ISIC_0032803.jpg,archive,ham10000,nv,benign_tumor,yes,fair,150.39,25.31,600,450,no,ham10000_metadata,auto_complete,no
archive/HAM10000_images_part_2/ISIC_0032808.jpg,archive,ham10000,bcc,malignant_or_precancerous,yes,poor,124.45,14.89,600,450,no,ham10000_metadata,auto_complete,no
archive/HAM10000_images_part_2/ISIC_0032811.jpg,archive,ham10000,nv,benign_tumor,yes,fair,154.33,22.09,600,450,no,ham10000_metadata,auto_complete,no
archive/HAM10000_images_part_2/ISIC_0032816.jpg,archive,ham10000,bcc,malignant_or_precancerous,yes,fair,187.49,24.20,600,450,no,ham10000_metadata,auto_complete,no
archive/HAM10000_images_part_2/ISIC_0032819.jpg,archive,ham10000,nv,benign_tumor,yes,fair,157.40,24.42,600,450,no,ham10000_metadata,auto_complete,no
archive/HAM10000_images_part_2/ISIC_0032822.jpg,archive,ham10000,nv,benign_tumor,yes,fair,137.86,24.03,600,450,no,ham10000_metadata,auto_complete,no
archive/HAM10000_images_part_2/ISIC_0032824.jpg,archive,ham10000,nv,benign_tumor,yes,fair,175.98,23.38,600,450,no,ham10000_metadata,auto_complete,no
archive/HAM10000_images_part_2/ISIC_0032825.jpg,archive,ham10000,nv,benign_tumor,yes,fair,147.58,22.47,600,450,no,ham10000_metadata,auto_complete,no
archive/HAM10000_images_part_2/ISIC_0032832.jpg,archive,ham10000,nv,benign_tumor,yes,fair,155.72,20.96,600,450,no,ham10000_metadata,auto_complete,no
archive/HAM10000_images_part_2/ISIC_0032840.jpg,archive,ham10000,mel,malignant_or_precancerous,yes,fair,147.87,23.59,600,450,no,ham10000_metadata,auto_complete,no
archive/HAM10000_images_part_2/ISIC_0032843.jpg,archive,ham10000,bkl,benign_tumor,yes,fair,147.36,21.24,600,450,no,ham10000_metadata,auto_complete,no
archive/HAM10000_images_part_2/ISIC_0032846.jpg,archive,ham10000,nv,benign_tumor,yes,fair,148.21,23.64,600,450,no,ham10000_metadata,auto_complete,no
archive/HAM10000_images_part_2/ISIC_0032849.jpg,archive,ham10000,nv,benign_tumor,yes,fair,147.75,22.39,600,450,no,ham10000_metadata,auto_complete,no
archive/HAM10000_images_part_2/ISIC_0032850.jpg,archive,ham10000,bcc,malignant_or_precancerous,yes,poor,177.54,11.74,600,450,no,ham10000_metadata,auto_complete,no
archive/HAM10000_images_part_2/ISIC_0032851.jpg,archive,ham10000,nv,benign_tumor,yes,fair,164.19,22.02,600,450,no,ham10000_metadata,auto_complete,no
archive/HAM10000_images_part_2/ISIC_0032854.jpg,archive,ham10000,akiec,malignant_or_precancerous,yes,poor,168.77,14.20,600,450,no,ham10000_metadata,auto_complete,no
archive/HAM10000_images_part_2/ISIC_0032856.jpg,archive,ham10000,mel,malignant_or_precancerous,yes,fair,140.42,25.46,600,450,no,ham10000_metadata,auto_complete,no
archive/HAM10000_images_part_2/ISIC_0032857.jpg,archive,ham10000,bcc,malignant_or_precancerous,yes,fair,173.63,24.10,600,450,no,ham10000_metadata,auto_complete,no
archive/HAM10000_images_part_2/ISIC_0032859.jpg,archive,ham10000,nv,benign_tumor,yes,fair,161.01,18.37,600,450,no,ham10000_metadata,auto_complete,no
archive/HAM10000_images_part_2/ISIC_0032865.jpg,archive,ham10000,nv,benign_tumor,yes,fair,158.76,18.51,600,450,no,ham10000_metadata,auto_complete,no
archive/HAM10000_images_part_2/ISIC_0032866.jpg,archive,ham10000,vasc,vascular,yes,fair,147.41,20.52,600,450,no,ham10000_metadata,auto_complete,no
archive/HAM10000_images_part_2/ISIC_0032869.jpg,archive,ham10000,mel,malignant_or_precancerous,yes,fair,164.33,23.90,600,450,no,ham10000_metadata,auto_complete,no
archive/HAM10000_images_part_2/ISIC_0032885.jpg,archive,ham10000,nv,benign_tumor,yes,fair,156.95,25.74,600,450,no,ham10000_metadata,auto_complete,no
archive/HAM10000_images_part_2/ISIC_0032886.jpg,archive,ham10000,nv,benign_tumor,yes,fair,180.04,24.15,600,450,no,ham10000_metadata,auto_complete,no
archive/HAM10000_images_part_2/ISIC_0032889.jpg,archive,ham10000,nv,benign_tumor,yes,fair,148.20,19.55,600,450,no,ham10000_metadata,auto_complete,no
archive/HAM10000_images_part_2/ISIC_0032894.jpg,archive,ham10000,bcc,malignant_or_precancerous,yes,fair,165.56,25.54,600,450,no,ham10000_metadata,auto_complete,no
archive/HAM10000_images_part_2/ISIC_0032901.jpg,archive,ham10000,nv,benign_tumor,yes,fair,151.62,25.96,600,450,no,ham10000_metadata,auto_complete,no
archive/HAM10000_images_part_2/ISIC_0032910.jpg,archive,ham10000,nv,benign_tumor,yes,fair,151.05,21.20,600,450,no,ham10000_metadata,auto_complete,no
archive/HAM10000_images_part_2/ISIC_0032911.jpg,archive,ham10000,nv,benign_tumor,yes,fair,168.16,19.96,600,450,no,ham10000_metadata,auto_complete,no
archive/HAM10000_images_part_2/ISIC_0032912.jpg,archive,ham10000,nv,benign_tumor,yes,fair,149.65,24.19,600,450,no,ham10000_metadata,auto_complete,no
archive/HAM10000_images_part_2/ISIC_0032918.jpg,archive,ham10000,mel,malignant_or_precancerous,yes,fair,156.64,18.86,600,450,no,ham10000_metadata,auto_complete,no
archive/HAM10000_images_part_2/ISIC_0032919.jpg,archive,ham10000,vasc,vascular,yes,fair,171.77,24.49,600,450,no,ham10000_metadata,auto_complete,no
archive/HAM10000_images_part_2/ISIC_0032920.jpg,archive,ham10000,nv,benign_tumor,yes,fair,173.20,24.94,600,450,no,ham10000_metadata,auto_complete,no
archive/HAM10000_images_part_2/ISIC_0032929.jpg,archive,ham10000,bkl,benign_tumor,yes,fair,134.07,19.16,600,450,no,ham10000_metadata,auto_complete,no
archive/HAM10000_images_part_2/ISIC_0032941.jpg,archive,ham10000,df,benign_tumor,yes,fair,164.54,24.61,600,450,no,ham10000_metadata,auto_complete,no
archive/HAM10000_images_part_2/ISIC_0032944.jpg,archive,ham10000,nv,benign_tumor,yes,fair,222.04,24.87,600,450,no,ham10000_metadata,auto_complete,no
archive/HAM10000_images_part_2/ISIC_0032945.jpg,archive,ham10000,nv,benign_tumor,yes,poor,161.32,16.61,600,450,no,ham10000_metadata,auto_complete,no
archive/HAM10000_images_part_2/ISIC_0032947.jpg,archive,ham10000,akiec,malignant_or_precancerous,yes,poor,165.85,17.39,600,450,no,ham10000_metadata,auto_complete,no
archive/HAM10000_images_part_2/ISIC_0032950.jpg,archive,ham10000,nv,benign_tumor,yes,fair,189.59,23.80,600,450,no,ham10000_metadata,auto_complete,no
archive/HAM10000_images_part_2/ISIC_0032951.jpg,archive,ham10000,nv,benign_tumor,yes,fair,160.43,22.08,600,450,no,ham10000_metadata,auto_complete,no
archive/HAM10000_images_part_2/ISIC_0032958.jpg,archive,ham10000,mel,malignant_or_precancerous,yes,fair,147.46,25.31,600,450,no,ham10000_metadata,auto_complete,no
archive/HAM10000_images_part_2/ISIC_0032959.jpg,archive,ham10000,bcc,malignant_or_precancerous,yes,fair,171.98,25.14,600,450,no,ham10000_metadata,auto_complete,no
archive/HAM10000_images_part_2/ISIC_0032960.jpg,archive,ham10000,mel,malignant_or_precancerous,yes,fair,174.22,23.05,600,450,no,ham10000_metadata,auto_complete,no
archive/HAM10000_images_part_2/ISIC_0032962.jpg,archive,ham10000,nv,benign_tumor,yes,poor,155.25,17.69,600,450,no,ham10000_metadata,auto_complete,no
archive/HAM10000_images_part_2/ISIC_0032963.jpg,archive,ham10000,bkl,benign_tumor,yes,fair,135.39,25.11,600,450,no,ham10000_metadata,auto_complete,no
archive/HAM10000_images_part_2/ISIC_0032966.jpg,archive,ham10000,nv,benign_tumor,yes,fair,221.35,34.16,600,450,no,ham10000_metadata,auto_complete,no
archive/HAM10000_images_part_2/ISIC_0032968.jpg,archive,ham10000,mel,malignant_or_precancerous,yes,fair,146.81,24.58,600,450,no,ham10000_metadata,auto_complete,no
archive/HAM10000_images_part_2/ISIC_0032980.jpg,archive,ham10000,nv,benign_tumor,yes,fair,152.42,20.22,600,450,no,ham10000_metadata,auto_complete,no
archive/HAM10000_images_part_2/ISIC_0032981.jpg,archive,ham10000,mel,malignant_or_precancerous,yes,fair,145.59,24.99,600,450,no,ham10000_metadata,auto_complete,no
archive/HAM10000_images_part_2/ISIC_0032982.jpg,archive,ham10000,mel,malignant_or_precancerous,yes,poor,168.93,15.95,600,450,no,ham10000_metadata,auto_complete,no
archive/HAM10000_images_part_2/ISIC_0032991.jpg,archive,ham10000,bcc,malignant_or_precancerous,yes,poor,162.31,15.81,600,450,no,ham10000_metadata,auto_complete,no
archive/HAM10000_images_part_2/ISIC_0032996.jpg,archive,ham10000,nv,benign_tumor,yes,fair,207.00,28.88,600,450,no,ham10000_metadata,auto_complete,no
archive/HAM10000_images_part_2/ISIC_0032998.jpg,archive,ham10000,nv,benign_tumor,yes,fair,141.88,21.00,600,450,no,ham10000_metadata,auto_complete,no
archive/HAM10000_images_part_2/ISIC_0033000.jpg,archive,ham10000,akiec,malignant_or_precancerous,yes,poor,156.75,14.38,600,450,no,ham10000_metadata,auto_complete,no
archive/HAM10000_images_part_2/ISIC_0033001.jpg,archive,ham10000,bcc,malignant_or_precancerous,yes,poor,189.01,16.22,600,450,no,ham10000_metadata,auto_complete,no
archive/HAM10000_images_part_2/ISIC_0033003.jpg,archive,ham10000,nv,benign_tumor,yes,fair,153.06,19.09,600,450,no,ham10000_metadata,auto_complete,no
archive/HAM10000_images_part_2/ISIC_0033012.jpg,archive,ham10000,bcc,malignant_or_precancerous,yes,fair,206.49,41.29,600,450,no,ham10000_metadata,auto_complete,no
